max_x [-0.3622083] max max 0.5102545213865606
         3341606 function calls (3330980 primitive calls) in 10.461 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.003    0.001 __init__.py:2(<module>)
      269    0.002    0.000    0.003    0.000 sre_compile.py:250(_optimize_charset)
     7644    0.003    0.000    0.003    0.000 six.py:131(<genexpr>)
        1    0.000    0.000    0.003    0.003 utils.py:5(<module>)
        1    0.000    0.000    0.003    0.003 minimize_trustregion_constr.py:1(<module>)
      549    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      333    0.001    0.000    0.003    0.000 inspect.py:1785(_signature_bound_method)
      212    0.000    0.000    0.003    0.000 __init__.py:540(dedent)
     1104    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
        1    0.000    0.000    0.003    0.003 axis.py:3(<module>)
      429    0.001    0.000    0.003    0.000 copy.py:66(copy)
 1582/830    0.002    0.000    0.003    0.000 sre_parse.py:173(getwidth)
        2    0.000    0.000    0.003    0.001 subprocess.py:588(__init__)
     1291    0.002    0.000    0.003    0.000 getlimits.py:376(__new__)
      254    0.000    0.000    0.003    0.000 rcsetup.py:342(validate_color_for_prop_cycle)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
      117    0.000    0.000    0.003    0.000 rcsetup.py:90(<listcomp>)
       27    0.001    0.000    0.003    0.000 {built-in method builtins.eval}
     1225    0.001    0.000    0.003    0.000 bayesian_optimization.py:217(<listcomp>)
        2    0.000    0.000    0.003    0.001 subprocess.py:1208(_execute_child)
    58/10    0.000    0.000    0.003    0.000 pyparsing.py:3354(leaveWhitespace)
       30    0.000    0.000    0.002    0.000 rcsetup.py:446(validate_font_properties)
    23947    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.002    0.002 _multivariate.py:4(<module>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:113(parse)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3429(copy)
      335    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     1225    0.002    0.000    0.002    0.000 parallel.py:186(unregister)
      635    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
    10725    0.002    0.000    0.002    0.000 mathtext.py:2739(<genexpr>)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
      698    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.002    0.002 platform.py:1082(system)
        1    0.000    0.000    0.002    0.002 platform.py:944(uname)
        6    0.000    0.000    0.002    0.000 patches.py:1830(_pprint_styles)
        1    0.000    0.000    0.002    0.002 platform.py:801(_syscmd_uname)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
     6088    0.002    0.000    0.002    0.000 _distn_infrastructure.py:863(_argcheck)
        1    0.000    0.000    0.002    0.002 defmatrix.py:1(<module>)
     5884    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
        1    0.000    0.000    0.002    0.002 runner.py:1(<module>)
     1996    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     1658    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     1033    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
     6861    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     1473    0.001    0.000    0.002    0.000 re.py:169(match)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.002    0.002 minpack.py:1(<module>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 _spherical_voronoi.py:6(<module>)
      168    0.000    0.000    0.002    0.000 docstring.py:90(dedent)
        1    0.000    0.000    0.002    0.002 ivp.py:1(<module>)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4012(parseImpl)
     7812    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
     3563    0.001    0.000    0.002    0.000 sre_parse.py:163(__getitem__)
      372    0.000    0.000    0.002    0.000 inspect.py:2817(replace)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
     1225    0.001    0.000    0.002    0.000 bayesian_optimization.py:40(sample)
      290    0.001    0.000    0.002    0.000 function_base.py:3895(add_newdoc)
        1    0.000    0.000    0.002    0.002 font_manager.py:883(json_load)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
        1    0.000    0.000    0.002    0.002 rrule.py:7(<module>)
       11    0.000    0.000    0.002    0.000 decorator.py:202(create)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1260(setParseAction)
       16    0.000    0.000    0.002    0.000 rcsetup.py:740(cycler)
    11753    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3431(<listcomp>)
      130    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
       23    0.000    0.000    0.002    0.000 pyparsing.py:1049(_trim_arity)
        2    0.000    0.000    0.002    0.001 __init__.py:302(loads)
        1    0.000    0.000    0.002    0.002 dviread.py:18(<module>)
        2    0.000    0.000    0.002    0.001 decoder.py:334(decode)
        2    0.001    0.000    0.002    0.001 decoder.py:345(raw_decode)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
       68    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
       10    0.000    0.000    0.002    0.000 pyparsing.py:2675(__init__)
        1    0.000    0.000    0.002    0.002 pyplot.py:2043(_setup_pyplot_info_docstrings)
        9    0.000    0.000    0.002    0.000 decorator.py:225(decorate)
       58    0.000    0.000    0.002    0.000 pyparsing.py:3358(<listcomp>)
       80    0.000    0.000    0.002    0.000 docstring.py:109(dedent_interpd)
     5800    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       22    0.000    0.000    0.002    0.000 pyparsing.py:1057(extract_stack)
       68    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
1148/1100    0.001    0.000    0.002    0.000 typing.py:1164(__setattr__)
     6088    0.002    0.000    0.002    0.000 <string>:2(_parse_args)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
     1536    0.001    0.000    0.002    0.000 colors.py:116(_is_nth_color)
       22    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:134(<module>)
    16915    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 Image.py:30(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
     72/4    0.001    0.000    0.002    0.000 pyparsing.py:1564(_parseCache)
        1    0.000    0.000    0.002    0.002 reusable_executor.py:6(<module>)
       42    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
       22    0.000    0.000    0.002    0.000 traceback.py:319(extract)
      316    0.001    0.000    0.002    0.000 enum.py:70(__setitem__)
     1098    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       69    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.002    0.002 artist.py:1217(get_setters)
        2    0.002    0.001    0.002    0.001 {built-in method posix.read}
        6    0.000    0.000    0.002    0.000 _threadsafety.py:54(decorator)
        1    0.000    0.000    0.002    0.002 afm.py:38(<module>)
       38    0.000    0.000    0.001    0.000 _tqdm.py:933(__repr__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
     1226    0.001    0.000    0.001    0.000 {method 'uniform' of 'mtrand.RandomState' objects}
        2    0.000    0.000    0.001    0.001 pyparsing.py:4916(srange)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
       60    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
        1    0.000    0.000    0.001    0.001 gaussian_process.py:1(<module>)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
     1274    0.001    0.000    0.001    0.000 lbfgsb.py:269(<listcomp>)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
   105/17    0.001    0.000    0.001    0.000 abc.py:196(__subclasscheck__)
      688    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
       49    0.001    0.000    0.001    0.000 parallel.py:584(__init__)
        1    0.000    0.000    0.001    0.001 connection.py:10(<module>)
       38    0.001    0.000    0.001    0.000 _tqdm.py:236(format_meter)
        1    0.000    0.000    0.001    0.001 _multiprocessing_helpers.py:5(<module>)
     3782    0.001    0.000    0.001    0.000 inspect.py:2779(<genexpr>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
       49    0.000    0.000    0.001    0.000 kernels.py:126(default_params)
      164    0.000    0.000    0.001    0.000 enum.py:797(__or__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:3613(parseImpl)
        2    0.000    0.000    0.001    0.001 synchronize.py:50(__init__)
        1    0.000    0.000    0.001    0.001 backports.py:3(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
     1484    0.001    0.000    0.001    0.000 functools.py:74(wraps)
       13    0.000    0.000    0.001    0.000 enum.py:625(<listcomp>)
     2643    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 pyparsing.py:5057(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5028(_makeTags)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4156(parseImpl)
        1    0.000    0.000    0.001    0.001 os.py:968(popen)
     1400    0.001    0.000    0.001    0.000 linalg.py:129(_complexType)
      207    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 gridspec.py:14(<module>)
        3    0.001    0.000    0.001    0.000 {built-in method _posixsubprocess.fork_exec}
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
        7    0.000    0.000    0.001    0.000 nonlin.py:1499(_nonlin_wrapper)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
      367    0.000    0.000    0.001    0.000 font_manager.py:850(_json_decode)
        1    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
      169    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.001    0.001 process_executor.py:56(<module>)
       68    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 context.py:79(Semaphore)
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 synchronize.py:125(__init__)
        1    0.000    0.000    0.001    0.001 reduction.py:11(<module>)
       21    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
      688    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
      385    0.000    0.000    0.001    0.000 abc.py:180(__instancecheck__)
    98/49    0.001    0.000    0.001    0.000 parallel.py:669(_initialize_backend)
        1    0.000    0.000    0.001    0.001 cycler.py:41(<module>)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3803(parseImpl)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
        2    0.001    0.001    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
      380    0.001    0.000    0.001    0.000 inspect.py:485(unwrap)
     3044    0.001    0.000    0.001    0.000 gaussian_process.py:162(mu_std)
      429    0.000    0.000    0.001    0.000 copy.py:268(_reconstruct)
     2548    0.001    0.000    0.001    0.000 {method 'strip' of 'bytes' objects}
       88    0.000    0.000    0.001    0.000 traceback.py:283(line)
       21    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 __init__.py:88(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:3(<module>)
       18    0.000    0.000    0.001    0.000 pyparsing.py:4092(parseImpl)
       12    0.001    0.000    0.001    0.000 artist.py:1125(<listcomp>)
        1    0.000    0.000    0.001    0.001 bdf.py:1(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 colors.py:61(<module>)
     1098    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.001    0.001 distance.py:72(<module>)
       66    0.000    0.000    0.001    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 func_inspect.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
      207    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
     1323    0.001    0.000    0.001    0.000 _parallel_backends.py:254(__init__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
     2011    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.001    0.001 my_exceptions.py:104(_mk_common_exceptions)
      133    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
       11    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.001    0.001 lapack.py:461(<module>)
       66    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
      450    0.001    0.000    0.001    0.000 function_base.py:1912(__init__)
       54    0.000    0.000    0.001    0.000 __init__.py:961(_open_file_or_url)
     6088    0.001    0.000    0.001    0.000 numerictypes.py:1002(<listcomp>)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
